Price,Host_Response_Rate,Accommodates,Bathrooms,Bedrooms,Beds,Guests_Included,Review_Scores_Rating,Entire Home / Apt,Private Room,Shared Room,Property_Type)Apartment,Property_Type)Bed & Breakfast,Property_Type)Condominium,Property_Type)House,Property_Type)Loft,Property_Type)Other,Cancellation_Policy)flexible,Cancellation_Policy)moderate,Cancellation_Policy)strict,Cleaning Fee: No,Cleaning Fee: Yes
70,100,2,1,0,1,1,80,1,0,0,1,0,0,0,0,0,1,0,0,1,0
120,100,3,1,1,2,2,89,1,0,0,1,0,0,0,0,0,0,0,1,0,1
79,100,3,1,1,2,1,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
89,100,4,1,1,2,2,40,1,0,0,1,0,0,0,0,0,0,0,1,0,1
89,100,4,1,1,2,1,89,1,0,0,1,0,0,0,0,0,0,0,1,0,1
75,100,2,2,1,1,1,90,0,1,0,1,0,0,0,0,0,0,1,0,0,1
90,100,4,1,1,1,2,90,1,0,0,1,0,0,0,0,0,0,0,1,0,1
89,100,4,1,1,2,1,82,1,0,0,1,0,0,0,0,0,0,1,0,0,1
149,98,8,1,3,4,1,84,1,0,0,1,0,0,0,0,0,0,0,1,0,1
150,100,4,1,1,2,1,88,1,0,0,1,0,0,0,0,0,0,1,0,0,1
67,100,2,1,1,1,1,98,0,1,0,1,0,0,0,0,0,1,0,0,0,1
50,80,2,1,0,1,1,94,1,0,0,0,0,0,0,0,1,0,0,1,1,0
93,100,4,1,1,2,2,94,1,0,0,1,0,0,0,0,0,0,0,1,0,1
177,97,6,3,2,4,2,91,1,0,0,1,0,0,0,0,0,0,0,1,0,1
59,100,2,1,0,1,1,98,1,0,0,1,0,0,0,0,0,0,1,0,0,1
65,100,2,1,1,1,1,89,1,0,0,1,0,0,0,0,0,0,1,0,0,1
65,100,2,1,0,1,1,67,1,0,0,1,0,0,0,0,0,0,1,0,0,1
65,90,2,1,0,1,1,93,1,0,0,1,0,0,0,0,0,0,0,1,0,1
195,100,2,1.5,1,1,1,96,1,0,0,1,0,0,0,0,0,0,0,1,0,1
120,50,4,1,1,3,1,80,0,1,0,1,0,0,0,0,0,1,0,0,1,0
140,70,6,1,2,4,4,91,1,0,0,1,0,0,0,0,0,0,0,1,0,1
190,100,4,1,1,2,1,84,1,0,0,1,0,0,0,0,0,0,1,0,0,1
63,100,2,1,0,1,1,88,1,0,0,1,0,0,0,0,0,0,0,1,0,1
75,100,2,1,0,1,1,88,1,0,0,1,0,0,0,0,0,0,0,1,0,1
89,98,5,1,1,2,1,84,1,0,0,1,0,0,0,0,0,0,0,1,0,1
115,67,2,1,1,2,2,93,1,0,0,1,0,0,0,0,0,0,0,1,0,1
65,100,2,1,1,2,2,97,1,0,0,1,0,0,0,0,0,0,1,0,0,1
229,98,9,1,2,6,1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
90,100,4,1,2,2,1,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
35,80,2,1,1,1,2,90,1,0,0,1,0,0,0,0,0,1,0,0,0,1
65,100,4,1,1,2,2,94,1,0,0,1,0,0,0,0,0,0,1,0,0,1
100,100,4,1,2,2,4,90,1,0,0,1,0,0,0,0,0,0,0,1,0,1
45,100,4,1,1,1,2,94,1,0,0,1,0,0,0,0,0,0,1,0,1,0
75,100,2,1,1,1,1,94,0,1,0,1,0,0,0,0,0,0,1,0,0,1
47,100,2,1,1,1,1,80,1,0,0,1,0,0,0,0,0,1,0,0,1,0
38,90,2,1,1,1,1,100,0,1,0,1,0,0,0,0,0,0,1,0,0,1
66,100,2,1,1,1,1,80,1,0,0,1,0,0,0,0,0,1,0,0,0,1
70,100,3,1,1,2,2,93,1,0,0,1,0,0,0,0,0,0,0,1,0,1
28,78,1,2,1,1,1,91,0,1,0,1,0,0,0,0,0,0,1,0,0,1
150,100,7,1,3,4,1,95,1,0,0,0,0,0,1,0,0,0,0,1,0,1
75,100,4,1,1,2,1,80,1,0,0,1,0,0,0,0,0,0,0,1,0,1
65,100,2,1,0,1,1,98,1,0,0,1,0,0,0,0,0,1,0,0,0,1
69,100,4,1,1,2,1,89,1,0,0,1,0,0,0,0,0,0,1,0,0,1
65,100,3,1,1,2,1,91,1,0,0,1,0,0,0,0,0,1,0,0,0,1
140,100,2,1,1,2,2,94,1,0,0,1,0,0,0,0,0,0,0,1,1,0
45,67,2,1,0,1,1,95,1,0,0,1,0,0,0,0,0,0,1,0,1,0
49,90,2,1,2,1,1,94,1,0,0,1,0,0,0,0,0,1,0,0,0,1
59,100,3,1,1,1,1,78,1,0,0,1,0,0,0,0,0,0,1,0,0,1
40,91,2,1,0,1,1,92,1,0,0,1,0,0,0,0,0,0,0,1,1,0
48,100,1,1,1,1,1,94,1,0,0,1,0,0,0,0,0,0,0,1,1,0
85,100,2,1,1,1,1,97,1,0,0,1,0,0,0,0,0,0,0,1,1,0
60,100,5,1,1,3,2,90,1,0,0,1,0,0,0,0,0,0,1,0,0,1
89,100,6,1,2,4,1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
70,80,2,1,0,1,1,90,1,0,0,1,0,0,0,0,0,0,0,1,0,1
40,100,2,1,1,1,1,100,0,1,0,1,0,0,0,0,0,0,0,1,0,1
55,100,2,1,1,1,1,100,0,1,0,1,0,0,0,0,0,1,0,0,1,0
109,100,4,1,1,1,2,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
50,100,2,1,1,1,2,89,0,1,0,1,0,0,0,0,0,0,1,0,0,1
40,100,2,1.5,1,1,1,92,1,0,0,1,0,0,0,0,0,0,0,1,1,0
83,100,2,1,0,1,1,98,1,0,0,1,0,0,0,0,0,0,1,0,0,1
35,80,2,1,0,1,2,89,1,0,0,1,0,0,0,0,0,0,1,0,1,0
70,100,4,1,1,2,1,93,1,0,0,1,0,0,0,0,0,1,0,0,0,1
59,100,3,1,1,2,1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
65,100,4,1,1,1,2,90,1,0,0,1,0,0,0,0,0,0,1,0,0,1
135,100,6,1,2,3,4,90,1,0,0,1,0,0,0,0,0,0,0,1,0,1
65,93,2,1,0,1,2,88,1,0,0,1,0,0,0,0,0,0,0,1,1,0
69,100,2,1,1,1,1,80,1,0,0,1,0,0,0,0,0,0,1,0,0,1
140,100,4,1,1,2,1,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
56,100,1,1,0,1,1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
55,100,2,1,1,1,1,100,0,1,0,1,0,0,0,0,0,0,1,0,0,1
40,100,2,1,1,1,1,93,1,0,0,1,0,0,0,0,0,0,1,0,1,0
43,92,2,1,1,1,1,94,0,1,0,1,0,0,0,0,0,1,0,0,0,1
60,100,4,1,1,2,2,90,1,0,0,1,0,0,0,0,0,0,0,1,0,1
95,100,4,1,1,2,1,95,1,0,0,1,0,0,0,0,0,1,0,0,1,0
69,100,2,1,0,1,1,86,1,0,0,1,0,0,0,0,0,0,0,1,0,1
84,100,4,1,1,2,2,91,1,0,0,1,0,0,0,0,0,0,1,0,0,1
62,100,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
95,100,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,1,0,0,1,0
55,60,2,1,0,2,1,93,1,0,0,1,0,0,0,0,0,1,0,0,1,0
65,75,2,1,1,2,1,96,1,0,0,1,0,0,0,0,0,0,0,1,0,1
220,100,6,2,2,3,4,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
85,88,4,1,1,2,3,94,1,0,0,1,0,0,0,0,0,1,0,0,0,1
37,100,2,1,1,1,1,89,0,1,0,1,0,0,0,0,0,1,0,0,1,0
97,83,2,1,1,1,1,97,1,0,0,1,0,0,0,0,0,1,0,0,1,0
40,67,1,1,0,1,1,80,1,0,0,1,0,0,0,0,0,0,1,0,0,1
60,100,4,1,1,2,1,96,1,0,0,1,0,0,0,0,0,0,1,0,0,1
65,80,4,1,0,2,1,90,1,0,0,1,0,0,0,0,0,0,1,0,0,1
85,100,2,1,1,1,1,96,1,0,0,1,0,0,0,0,0,0,0,1,0,1
65,100,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
90,100,3,1,0,2,2,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
60,100,1,1,0,1,1,96,1,0,0,1,0,0,0,0,0,0,1,0,1,0
40,90,2,1,1,1,1,91,0,1,0,1,0,0,0,0,0,0,1,0,1,0
50,100,2,1,1,1,1,91,1,0,0,1,0,0,0,0,0,0,1,0,0,1
94,100,5,1,2,3,4,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
40,100,2,1,0,1,1,89,1,0,0,1,0,0,0,0,0,0,0,1,0,1
55,100,2,1,0,1,1,90,1,0,0,1,0,0,0,0,0,1,0,0,0,1
69,100,2,1,1,1,2,92,1,0,0,1,0,0,0,0,0,0,1,0,1,0
75,100,4,1,2,2,1,94,1,0,0,1,0,0,0,0,0,0,0,1,0,1
65,100,4,1,1,1,2,93,1,0,0,1,0,0,0,0,0,1,0,0,1,0
95,100,4,1,1,2,2,92,1,0,0,1,0,0,0,0,0,0,1,0,0,1
39,92,2,1,1,1,1,93,0,1,0,1,0,0,0,0,0,1,0,0,1,0
100,100,4,1,1,2,1,85,1,0,0,1,0,0,0,0,0,0,0,1,0,1
80,100,2,1,1,1,1,93,1,0,0,1,0,0,0,0,0,0,0,1,1,0
79,100,4,1,1,1,2,81,1,0,0,1,0,0,0,0,0,0,0,1,1,0
140,100,6,2,3,3,1,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
60,89,2,1,0,1,1,89,1,0,0,1,0,0,0,0,0,0,0,1,0,1
38,100,3,1,0,1,2,76,1,0,0,0,0,1,0,0,0,0,0,1,0,1
90,100,3,1,1,2,1,93,1,0,0,1,0,0,0,0,0,0,0,1,0,1
60,93,2,1,0,1,1,91,1,0,0,1,0,0,0,0,0,0,1,0,1,0
35,100,2,1,1,1,1,86,1,0,0,1,0,0,0,0,0,0,1,0,0,1
72,100,3,1,1,2,2,80,1,0,0,1,0,0,0,0,0,0,1,0,0,1
47,100,2,1,1,1,2,93,0,1,0,1,0,0,0,0,0,1,0,0,1,0
75,100,3,1,1,2,1,84,1,0,0,1,0,0,0,0,0,0,0,1,0,1
60,100,2,1,1,1,1,88,1,0,0,1,0,0,0,0,0,1,0,0,1,0
50,100,2,1,1,1,2,91,0,1,0,1,0,0,0,0,0,0,0,1,0,1
45,70,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
140,83,3,1,1,2,1,89,1,0,0,1,0,0,0,0,0,0,0,1,0,1
59,20,1,1,0,1,1,98,1,0,0,1,0,0,0,0,0,0,0,1,1,0
110,100,4,1,1,1,2,92,1,0,0,1,0,0,0,0,0,0,1,0,0,1
120,100,2,1,1,1,1,98,1,0,0,1,0,0,0,0,0,0,1,0,0,1
190,100,3,1,1,1,1,96,1,0,0,1,0,0,0,0,0,0,0,1,0,1
180,100,4,1,1,2,1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
150,83,4,1,1,2,1,91,1,0,0,1,0,0,0,0,0,1,0,0,1,0
300,100,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,1,0,0,1,0
112,100,4,1,0,2,2,96,1,0,0,1,0,0,0,0,0,0,0,1,0,1
95,100,3,1,2,2,1,92,1,0,0,1,0,0,0,0,0,0,0,1,0,1
290,83,2,1.5,1,1,1,97,1,0,0,1,0,0,0,0,0,0,0,1,0,1
150,100,2,1,1,1,1,99,1,0,0,1,0,0,0,0,0,0,0,1,0,1
170,100,2,1,1,2,1,90,1,0,0,1,0,0,0,0,0,0,1,0,0,1
78,100,2,1,1,1,1,95,1,0,0,1,0,0,0,0,0,0,1,0,0,1
120,100,2,1,1,1,1,93,1,0,0,1,0,0,0,0,0,0,0,1,0,1
100,100,6,1,2,1,4,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
59,40,2,1,0,1,1,90,1,0,0,1,0,0,0,0,0,1,0,0,0,1
310,50,6,2,4,4,1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
60,100,2,1,0,1,1,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
70,100,2,1,0,1,1,98,1,0,0,1,0,0,0,0,0,0,1,0,0,1
60,90,2,1,1,1,1,95,0,1,0,0,0,0,0,0,0,0,1,0,0,1
60,100,2,1,1,1,1,84,1,0,0,1,0,0,0,0,0,0,0,1,0,1
95,100,4,1,1,2,2,88,1,0,0,1,0,0,0,0,0,0,0,1,0,1
110,100,6,1,2,3,1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
85,100,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
85,100,2,1,1,1,1,98,1,0,0,1,0,0,0,0,0,0,1,0,0,1
155,100,4,1,2,2,3,95,1,0,0,1,0,0,0,0,0,0,0,1,0,1
240,100,6,1.5,2,3,1,87,1,0,0,1,0,0,0,0,0,0,0,1,0,1
80,100,4,1,1,1,1,80,1,0,0,1,0,0,0,0,0,0,0,1,0,1
115,100,6,1,2,3,2,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
50,100,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
120,100,3,1,2,2,2,94,1,0,0,1,0,0,0,0,0,0,1,0,0,1
84,75,3,1,1,1,2,86,1,0,0,1,0,0,0,0,0,0,1,0,1,0
140,100,9,1,2,2,4,80,1,0,0,1,0,0,0,0,0,1,0,0,0,1
88,100,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
110,100,2,2,1,1,2,93,0,1,0,1,0,0,0,0,0,0,0,1,1,0
110,100,1,1,1,1,1,99,0,1,0,1,0,0,0,0,0,1,0,0,1,0
90,86,4,1,1,2,1,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
50,100,2,1,1,1,1,94,1,0,0,1,0,0,0,0,0,1,0,0,1,0
69,100,2,1,1,1,1,91,0,1,0,1,0,0,0,0,0,0,0,1,0,1
45,70,2,1,1,1,1,85,1,0,0,1,0,0,0,0,0,1,0,0,0,1
60,100,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
50,80,2,1,1,1,1,77,1,0,0,1,0,0,0,0,0,1,0,0,1,0
75,90,2,1,1,1,2,97,1,0,0,1,0,0,0,0,0,0,0,1,0,1
70,100,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
69,50,4,1,2,2,2,88,1,0,0,1,0,0,0,0,0,0,1,0,0,1
160,100,3,1,1,1,2,90,1,0,0,1,0,0,0,0,0,0,0,1,0,1
60,100,2,1,1,1,1,97,1,0,0,1,0,0,0,0,0,0,1,0,1,0
56,100,2,1,1,1,1,90,1,0,0,1,0,0,0,0,0,0,0,1,1,0
30,100,1,1,1,1,1,87,0,1,0,1,0,0,0,0,0,1,0,0,1,0
116,100,3,1,1,2,2,90,1,0,0,1,0,0,0,0,0,1,0,0,0,1
45,100,2,1,1,1,1,99,0,1,0,1,0,0,0,0,0,0,0,1,1,0
119,38,4,1,2,3,4,90,1,0,0,1,0,0,0,0,0,1,0,0,0,1
60,100,2,1,1,2,1,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
99,100,4,1,2,2,2,91,1,0,0,1,0,0,0,0,0,0,0,1,0,1
75,90,4,1,1,2,2,93,1,0,0,1,0,0,0,0,0,0,1,0,0,1
70,100,2,1,1,1,1,90,1,0,0,1,0,0,0,0,0,0,0,1,0,1
63,100,2,1,0,1,1,97,1,0,0,1,0,0,0,0,0,0,1,0,0,1
58,90,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
60,99,2,1,1,1,2,82,1,0,0,1,0,0,0,0,0,0,0,1,1,0
120,100,2,1,1,1,1,94,1,0,0,1,0,0,0,0,0,0,0,1,0,1
39,100,2,1,0,1,1,97,1,0,0,1,0,0,0,0,0,0,1,0,1,0
80,100,2,1,1,1,1,90,1,0,0,1,0,0,0,0,0,0,1,0,0,1
80,100,2,1,0,1,1,95,1,0,0,1,0,0,0,0,0,0,0,1,0,1
150,100,4,1,1,1,2,95,1,0,0,1,0,0,0,0,0,0,0,1,0,1
131,50,2,1,1,2,1,93,1,0,0,1,0,0,0,0,0,0,0,1,1,0
69,75,2,1,1,1,1,70,1,0,0,1,0,0,0,0,0,0,1,0,0,1
150,100,5,1,2,3,3,93,1,0,0,1,0,0,0,0,0,0,1,0,1,0
70,78,5,1,1,3,2,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
42,100,3,1,1,2,2,96,1,0,0,1,0,0,0,0,0,1,0,0,1,0
38,100,2,1,1,1,1,85,1,0,0,1,0,0,0,0,0,1,0,0,1,0
37,40,2,1,0,1,1,100,1,0,0,1,0,0,0,0,0,0,1,0,1,0
80,100,2,1,0,1,1,96,1,0,0,1,0,0,0,0,0,0,1,0,0,1
55,100,2,1,1,1,1,96,1,0,0,1,0,0,0,0,0,1,0,0,0,1
100,100,2,1,0,1,1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
74,100,4,1,2,3,1,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
85,100,4,1,2,3,2,91,1,0,0,0,0,0,1,0,0,0,1,0,0,1
85,100,2,1,2,1,1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
58,100,4,1,1,3,1,93,0,0,1,1,0,0,0,0,0,1,0,0,1,0
55,100,2,1,1,1,1,88,1,0,0,1,0,0,0,0,0,0,0,1,0,1
40,93,6,1,1,1,2,75,0,1,0,1,0,0,0,0,0,0,0,1,0,1
130,100,5,1,1,3,2,90,1,0,0,0,0,0,0,1,0,0,0,1,0,1
30,80,2,1,1,1,1,80,0,1,0,1,0,0,0,0,0,0,0,1,0,1
55,100,2,1,1,1,2,98,1,0,0,1,0,0,0,0,0,1,0,0,1,0
150,100,8,2,4,4,1,100,1,0,0,0,0,0,1,0,0,1,0,0,1,0
120,50,4,1,2,3,1,74,1,0,0,1,0,0,0,0,0,1,0,0,1,0
139,90,4,1,2,2,1,95,1,0,0,1,0,0,0,0,0,0,1,0,0,1
58,100,2,1,0,1,1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
68,100,2,1,1,1,1,80,1,0,0,1,0,0,0,0,0,0,1,0,0,1
90,100,4,1,1,3,2,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
55,100,3,1,0,2,2,94,1,0,0,1,0,0,0,0,0,0,0,1,0,1
125,70,4,1,1,2,2,90,1,0,0,1,0,0,0,0,0,0,0,1,0,1
141,96,2,1,1,1,2,91,1,0,0,1,0,0,0,0,0,1,0,0,1,0
48,100,2,1,1,1,1,88,1,0,0,1,0,0,0,0,0,0,0,1,0,1
45,100,4,1,1,1,1,93,1,0,0,1,0,0,0,0,0,1,0,0,0,1
60,100,4,1,3,2,1,90,1,0,0,1,0,0,0,0,0,0,1,0,1,0
55,100,2,1.5,1,1,2,100,0,1,0,1,0,0,0,0,0,0,0,1,0,1
55,100,2,1,0,1,1,94,1,0,0,1,0,0,0,0,0,0,0,1,0,1
60,100,2,1,1,1,1,97,1,0,0,1,0,0,0,0,0,0,1,0,0,1
45,80,2,1,0,1,1,86,1,0,0,1,0,0,0,0,0,0,1,0,0,1
100,63,6,1,2,3,6,77,1,0,0,1,0,0,0,0,0,0,0,1,0,1
50,100,2,1,0,1,1,93,1,0,0,1,0,0,0,0,0,0,0,1,1,0
45,75,2,1,0,1,1,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
40,100,2,1,1,1,1,100,0,1,0,1,0,0,0,0,0,1,0,0,0,1
155,100,5,1,1,5,1,85,1,0,0,0,0,0,0,0,0,1,0,0,1,0
85,100,3,1,1,2,1,91,1,0,0,1,0,0,0,0,0,0,0,1,0,1
59,100,2,1,1,1,1,93,1,0,0,1,0,0,0,0,0,0,1,0,0,1
45,60,2,1,0,1,1,82,1,0,0,1,0,0,0,0,0,1,0,0,0,1
80,100,4,1,1,1,1,87,0,1,0,1,0,0,0,0,0,0,1,0,1,0
80,100,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
140,100,5,1.5,2,2,4,90,1,0,0,1,0,0,0,0,0,0,0,1,0,1
55,100,2,1,1,1,1,86,0,1,0,0,0,0,0,0,0,1,0,0,1,0
90,100,2,1,1,1,1,97,0,1,0,1,0,0,0,0,0,1,0,0,1,0
65,100,2,1,0,1,1,96,1,0,0,1,0,0,0,0,0,0,1,0,1,0
135,100,6,1.5,3,2,4,85,1,0,0,1,0,0,0,0,0,0,0,1,1,0
80,100,2,1,1,1,1,96,1,0,0,1,0,0,0,0,0,1,0,0,0,1
200,97,8,1,3,4,1,93,1,0,0,1,0,0,0,0,0,0,1,0,0,1
95,71,2,1,1,1,1,95,1,0,0,1,0,0,0,0,0,0,1,0,1,0
65,100,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
115,100,2,1,1,1,1,93,1,0,0,1,0,0,0,0,0,0,0,1,0,1
65,93,2,1,0,1,1,82,1,0,0,1,0,0,0,0,0,0,0,1,0,1
90,100,4,1,1,2,1,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
50,90,2,1,1,1,1,88,1,0,0,1,0,0,0,0,0,0,1,0,1,0
160,100,4,1,2,2,1,95,1,0,0,1,0,0,0,0,0,0,0,1,0,1
110,95,4,2,1,2,4,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
150,94,5,1,2,3,1,80,1,0,0,1,0,0,0,0,0,0,0,1,0,1
152,97,4,1,1,2,1,80,1,0,0,1,0,0,0,0,0,0,0,1,1,0
117,100,4,1,2,3,2,100,1,0,0,1,0,0,0,0,0,0,0,1,1,0
205,94,4,1,2,3,1,100,1,0,0,1,0,0,0,0,0,0,0,1,1,0
75,100,4,1,1,2,2,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
105,100,4,1,2,4,1,97,1,0,0,1,0,0,0,0,0,0,0,1,0,1
50,100,2,1,1,1,1,95,1,0,0,1,0,0,0,0,0,1,0,0,0,1
60,33,2,1,0,1,1,96,1,0,0,1,0,0,0,0,0,0,0,1,0,1
125,100,2,1,1,1,1,93,1,0,0,1,0,0,0,0,0,1,0,0,1,0
83,100,3,1,1,2,1,95,1,0,0,1,0,0,0,0,0,0,0,1,0,1
84,50,3,1,0,2,1,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1
49,100,2,1,1,1,1,89,0,1,0,1,0,0,0,0,0,0,0,1,0,1
79,100,4,1,2,2,3,85,1,0,0,1,0,0,0,0,0,0,0,1,1,0
85,100,2,1,0,1,1,98,1,0,0,1,0,0,0,0,0,0,1,0,0,1
170,100,4,1,2,3,1,80,1,0,0,1,0,0,0,0,0,0,0,1,0,1
45,100,2,1,1,1,1,100,0,1,0,1,0,0,0,0,0,1,0,0,1,0
113,91,4,1,1,1,1,84,1,0,0,1,0,0,0,0,0,0,0,1,0,1
100,100,6,1,1,3,4,80,1,0,0,1,0,0,0,0,0,1,0,0,0,1
50,100,2,1,0,1,1,89,1,0,0,1,0,0,0,0,0,0,0,1,0,1
70,100,2,1,1,1,1,90,0,1,0,1,0,0,0,0,0,1,0,0,0,1
52,100,2,1,1,2,1,100,1,0,0,1,0,0,0,0,0,0,0,1,1,0
50,60,4,1,1,1,3,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
69,100,4,1.5,1,2,2,95,1,0,0,0,0,0,0,1,0,0,1,0,0,1
145,100,4,1,2,3,4,100,1,0,0,1,0,0,0,0,0,0,1,0,1,0
75,100,3,1,2,2,1,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
78,100,4,1,2,2,1,96,1,0,0,1,0,0,0,0,0,0,1,0,1,0
25,80,1,1,1,1,1,90,1,0,0,1,0,0,0,0,0,0,0,1,0,1
60,0,5,1,2,3,4,92,1,0,0,1,0,0,0,0,0,0,1,0,0,1
50,100,3,1,0,1,1,90,1,0,0,1,0,0,0,0,0,1,0,0,1,0
60,100,6,1,3,6,2,72,1,0,0,1,0,0,0,0,0,1,0,0,0,1
80,0,6,1.5,1,3,4,88,0,1,0,1,0,0,0,0,0,0,1,0,1,0
90,100,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
45,100,2,2.5,0,1,1,95,1,0,0,1,0,0,0,0,0,0,1,0,1,0
85,100,3,1,1,1,1,96,1,0,0,1,0,0,0,0,0,1,0,0,0,1
150,100,4,1,2,3,4,96,1,0,0,1,0,0,0,0,0,0,0,1,0,1
350,94,6,2,3,4,1,90,1,0,0,1,0,0,0,0,0,0,0,1,1,0
170,100,5,1,1,3,1,85,1,0,0,1,0,0,0,0,0,0,0,1,1,0
138,100,6,1,2,4,4,92,1,0,0,1,0,0,0,0,0,0,0,1,0,1
69,100,3,1,1,1,2,80,1,0,0,1,0,0,0,0,0,0,0,1,0,1
62,100,3,1,1,1,2,95,1,0,0,1,0,0,0,0,0,0,1,0,0,1
37,100,2,1,1,1,1,96,1,0,0,1,0,0,0,0,0,0,0,1,1,0
190,100,4,1,2,2,2,96,1,0,0,1,0,0,0,0,0,0,0,1,0,1
35,100,2,1,1,1,2,100,1,0,0,1,0,0,0,0,0,1,0,0,1,0
65,75,2,1,1,1,1,93,1,0,0,1,0,0,0,0,0,0,0,1,0,1
70,100,4,1,1,2,2,96,1,0,0,1,0,0,0,0,0,0,0,1,0,1
40,0,2,1,1,1,1,90,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80,100,6,2,3,4,6,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
120,67,4,1,1,2,1,93,1,0,0,0,0,0,1,0,0,0,0,1,0,1
150,100,7,1,3,4,2,94,1,0,0,1,0,0,0,0,0,0,1,0,0,1
44,100,2,1,1,1,1,90,0,1,0,1,0,0,0,0,0,1,0,0,0,1
60,100,2,1,0,1,1,100,1,0,0,1,0,0,0,0,0,1,0,0,1,0
45,0,4,1,2,2,2,92,1,0,0,1,0,0,0,0,0,0,1,0,0,1
50,100,2,1,0,1,1,87,1,0,0,1,0,0,0,0,0,0,0,1,1,0
60,100,3,1,1,1,1,89,1,0,0,1,0,0,0,0,0,0,0,1,0,1
72,100,2,1,1,1,1,98,1,0,0,1,0,0,0,0,0,0,1,0,0,1
138,100,6,1,3,4,1,95,1,0,0,1,0,0,0,0,0,0,1,0,0,1
160,100,6,1,2,3,1,91,1,0,0,1,0,0,0,0,0,0,0,1,0,1
120,100,4,1,2,2,4,90,1,0,0,1,0,0,0,0,0,0,1,0,0,1
50,57,2,1,1,1,1,86,1,0,0,1,0,0,0,0,0,0,1,0,1,0
89,100,2,1,1,1,1,88,1,0,0,1,0,0,0,0,0,0,1,0,0,1
50,100,2,1,1,1,1,97,0,1,0,1,0,0,0,0,0,1,0,0,0,1
65,100,2,1,0,1,1,80,1,0,0,1,0,0,0,0,0,0,0,1,1,0
85,100,4,1,1,2,2,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
60,100,3,1,1,1,3,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
86,100,2,1,1,1,1,97,1,0,0,1,0,0,0,0,0,0,0,1,0,1
75,100,2,1.5,1,1,2,92,0,1,0,1,0,0,0,0,0,0,1,0,1,0
90,100,2,1,1,1,1,98,1,0,0,1,0,0,0,0,0,0,0,1,1,0
100,100,4,1,1,3,2,98,1,0,0,0,0,0,0,1,0,0,0,1,0,1
105,100,4,2,1,2,1,90,1,0,0,1,0,0,0,0,0,0,1,0,0,1
350,100,4,1,2,3,2,98,1,0,0,1,0,0,0,0,0,0,0,1,0,1
125,100,2,1,0,1,1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,1
137,100,6,2,3,4,1,100,1,0,0,1,0,0,0,0,0,0,1,0,0,1
